Date,Open,High,Low,Close
10-Jan-14,20760.72,20971.23,20625.17,20758.49
13-Jan-14,20850.54,21169.08,20850.54,21134.21
14-Jan-14,21115,21154.76,21009.05,21032.88
15-Jan-14,21091.46,21302.73,21091.46,21289.49
16-Jan-14,21366.91,21379.29,21199.65,21265.18
17-Jan-14,21236.65,21270.11,21015.61,21063.62
20-Jan-14,21083.53,21221.37,21001.13,21205.05
21-Jan-14,21237.96,21302.52,21189.2,21251.12
22-Jan-14,21251.65,21377.91,21168.43,21337.67
23-Jan-14,21319.69,21409.66,21264.71,21373.66
24-Jan-14,21289.15,21333.66,21123.99,21133.56
27-Jan-14,20899.03,20899.03,20688.03,20707.45
28-Jan-14,20721.17,20795.35,20554.28,20683.51
29-Jan-14,20784.04,20828.68,20613.62,20647.3
30-Jan-14,20491.74,20528.41,20343.78,20498.25
31-Jan-14,20544.64,20572.32,20448.43,20513.85
03-Feb-14,20479.03,20480.35,20182.2,20209.26
04-Feb-14,20050.99,20255.52,19963.12,20211.93
05-Feb-14,20241.12,20289.33,20076.1,20261.03
06-Feb-14,20286.09,20358.19,20079.82,20310.74
07-Feb-14,20441.04,20450.51,20282.3,20376.56
10-Feb-14,20429.16,20434.5,20312.21,20334.27
11-Feb-14,20400.94,20443.35,20349.51,20363.37
12-Feb-14,20449.83,20516.6,20427.23,20448.49
13-Feb-14,20478.67,20503.86,20164.67,20193.35
14-Feb-14,20265.13,20391.95,20149.01,20366.82
17-Feb-14,20438.87,20492.43,20338.95,20464.06
18-Feb-14,20457.56,20685.02,20436.48,20634.21
19-Feb-14,20643.85,20750.52,20629.56,20722.97
20-Feb-14,20661.07,20662.66,20522.04,20536.64
21-Feb-14,20600.58,20725.04,20599.91,20700.75
24-Feb-14,20695.48,20828.63,20637.3,20811.44
25-Feb-14,20877.72,20912.54,20777.73,20852.47
26-Feb-14,20869.61,21005.04,20860.02,20986.99
28-Feb-14,20995.39,21140.51,20989.66,21120.12
03-Mar-14,21079.27,21140,20920.98,20946.65
04-Mar-14,20947,21224.64,20940.39,21209.73
05-Mar-14,21280.36,21333.2,21176.16,21276.86
06-Mar-14,21336.32,21525.14,21329.88,21513.87
07-Mar-14,21539.44,21960.89,21539.44,21919.79
10-Mar-14,21819.19,22023.98,21805.22,21934.83
11-Mar-14,21918.83,22018.52,21772.11,21826.42
12-Mar-14,21793.32,21965.95,21768.14,21856.22
13-Mar-14,21736.61,21991.36,21720.13,21774.61
14-Mar-14,21648.05,21853.32,21573.48,21809.8
18-Mar-14,21849.65,22040.72,21785.38,21832.61
19-Mar-14,21872.68,21895.83,21782.01,21832.86
20-Mar-14,21797.61,21853.25,21704.66,21740.09
21-Mar-14,21823.52,21870.11,21729.9,21753.75
22-Mar-14,21752.44,21778.92,21725.52,21755.32
24-Mar-14,21827.5,22074.34,21827.5,22055.48
25-Mar-14,21948.31,22079.96,21916.87,22055.21
26-Mar-14,22134.71,22172.2,22020.58,22095.3
27-Mar-14,22116.23,22307.74,22094.29,22214.37
28-Mar-14,22273.44,22363.97,22185.11,22339.97
31-Mar-14,22423.14,22467.21,22253.78,22386.27
01-Apr-14,22455.23,22485.77,22295.65,22446.44
02-Apr-14,22550.58,22592.1,22473.46,22551.49
03-Apr-14,22598.19,22620.65,22369.28,22509.07
04-Apr-14,22522.46,22525.21,22339.4,22359.5
07-Apr-14,22355.56,22481.62,22197.51,22343.45
09-Apr-14,22389.21,22740.04,22379.95,22702.34
10-Apr-14,22729.46,22792.49,22644.43,22715.33
11-Apr-14,22642.05,22679.18,22526.89,22628.96
15-Apr-14,22698.09,22737.31,22416.24,22484.93
16-Apr-14,22486.73,22533.61,22247.39,22277.23
17-Apr-14,22327.76,22648.69,22312.19,22628.84
21-Apr-14,22644.75,22795.58,22636.75,22764.83
22-Apr-14,22771.24,22853.03,22727.63,22758.37
23-Apr-14,22783.65,22912.52,22780.13,22876.54
25-Apr-14,22892.5,22939.31,22656.64,22688.07
28-Apr-14,22717.59,22721.36,22597.19,22631.61
29-Apr-14,22654.28,22681.89,22443.56,22466.19
30-Apr-14,22517.63,22680.46,22284.96,22417.8
02-May-14,22493.59,22575.62,22386.95,22403.89
05-May-14,22412.8,22592.03,22354.45,22445.12
06-May-14,22512.23,22602.71,22475.65,22508.42
07-May-14,22488.96,22532.82,22286.26,22323.9
08-May-14,22382.14,22443.13,22277.04,22344.04
09-May-14,22374.98,23048.49,22317.18,22994.23
12-May-14,23031.11,23572.88,23008.65,23551
13-May-14,23729.78,24068.94,23729.25,23871.23
14-May-14,23897.88,23964.67,23753.36,23815.12
15-May-14,23809.42,23971.78,23742.75,23905.6
16-May-14,24271.54,25375.63,23873.16,24121.74
19-May-14,24340.32,24448.47,24107.99,24363.05
20-May-14,24555.31,24587.16,24299.53,24376.88
21-May-14,24404.48,24419.54,24156.47,24298.02
22-May-14,24415.42,24524.76,24326.48,24374.4
23-May-14,24535.14,24745.86,24470.78,24693.35
26-May-14,24913.89,25175.22,24433.9,24716.88
27-May-14,24748.1,24777.31,24422.33,24549.51
28-May-14,24591.61,24643.33,24488.81,24556.09
29-May-14,24523.13,24528.2,24206.5,24234.15
30-May-14,24300.99,24353.59,24163.62,24217.34
02-Jun-14,24368.96,24709.09,24270.2,24684.85
03-Jun-14,24729.22,24892.06,24626.97,24858.59
04-Jun-14,24909.03,24925.9,24773.93,24805.83
05-Jun-14,24828.38,25044.06,24644.88,25019.51
06-Jun-14,25204.95,25419.14,25129.76,25396.46
09-Jun-14,25543.6,25644.77,25496.84,25580.21
10-Jun-14,25706.35,25711.11,25347.33,25583.69
11-Jun-14,25650.62,25725.12,25400.15,25473.89
12-Jun-14,25597.21,25611.32,25409.69,25576.21
13-Jun-14,25677.05,25688.31,25171.61,25228.17
16-Jun-14,25239.5,25268.41,25063.93,25190.48
17-Jun-14,25189.46,25545.88,25104.5,25521.19
18-Jun-14,25565.19,25609.28,25114.3,25246.25
19-Jun-14,25327.09,25425.85,25069.66,25201.8
20-Jun-14,25237.54,25276.31,25056.18,25105.51
23-Jun-14,25108.09,25197.5,24878.66,25031.32
24-Jun-14,25115.83,25414.69,25115.83,25368.9
25-Jun-14,25421.49,25427.8,25274.39,25313.74
26-Jun-14,25217.69,25309.33,25021.23,25062.67
27-Jun-14,25132.08,25209.61,25032.94,25099.92
30-Jun-14,25179.55,25460.96,25179.55,25413.78
01-Jul-14,25469.94,25571.9,25466.77,25516.35
02-Jul-14,25660.57,25864.53,25660.16,25841.21
03-Jul-14,25875.75,25999.08,25793.7,25823.75
04-Jul-14,25844.8,25981.51,25659.33,25962.06
07-Jul-14,26039.67,26123.55,25992.73,26100.08
08-Jul-14,26166.92,26190.44,25495.04,25582.11
09-Jul-14,25615.28,25683.97,25364.77,25444.81
10-Jul-14,25513.74,25920.46,25117,25372.75
11-Jul-14,25488.86,25548.33,24978.33,25024.35
14-Jul-14,25093.16,25095.76,24892,25006.98
15-Jul-14,25100.9,25254.48,25020.32,25228.65
16-Jul-14,25322.17,25602.78,25246.75,25549.72
17-Jul-14,25540.92,25613.03,25494.46,25561.16
18-Jul-14,25558.48,25713.4,25441.24,25641.56
21-Jul-14,25776.54,25861.15,25677.71,25715.17
22-Jul-14,25784.48,26050.38,25780.39,26025.8
23-Jul-14,26130.26,26188.64,26000.4,26147.33
24-Jul-14,26188.5,26292.66,26077.7,26271.85
25-Jul-14,26257.14,26300.17,26007.31,26126.75
28-Jul-14,26173.47,26181.83,25900.25,25991.23
30-Jul-14,26005.14,26113.48,25850.04,26087.42
31-Jul-14,26105.89,26118.88,25853.69,25894.97
01-Aug-14,25753.92,25862.68,25459.13,25480.84
04-Aug-14,25631.68,25754.42,25531.38,25723.16
05-Aug-14,25817.84,25928.32,25562.36,25908.01
06-Aug-14,25892.55,25901.68,25621.85,25665.27
07-Aug-14,25668.71,25778.05,25526.05,25589.01
08-Aug-14,25406.87,25406.87,25232.82,25329.14
11-Aug-14,25476.87,25553.44,25437.05,25519.24
12-Aug-14,25703.78,25904.98,25645.79,25880.77
13-Aug-14,25861.47,25972.62,25791.79,25918.95
14-Aug-14,25948.3,26135,25945.35,26103.23
18-Aug-14,26123.69,26413.11,26075.28,26390.96
19-Aug-14,26482.56,26530.67,26387.84,26420.67
20-Aug-14,26496.29,26504.52,26277.61,26314.29
21-Aug-14,26322.66,26464.8,26262.52,26360.11
22-Aug-14,26419.53,26508.27,26383.16,26419.55
25-Aug-14,26490.31,26630.74,26401.64,26437.02
26-Aug-14,26349.87,26481.97,26314.89,26442.81
27-Aug-14,26553.24,26599.12,26492.5,26560.15
28-Aug-14,26620.18,26674.38,26573.69,26638.11
01-Sep-14,26733.18,26900.3,26732.39,26867.55
02-Sep-14,26888.21,27082.85,26886.22,27019.39
03-Sep-14,27128.06,27225.85,27067.02,27139.94
04-Sep-14,27164.95,27169.12,26972.39,27085.93
05-Sep-14,27127.26,27178.8,26920.56,27026.7
08-Sep-14,27145.12,27354.99,27144.56,27319.85
09-Sep-14,27316.43,27328.27,27177.09,27265.32
10-Sep-14,27230.94,27251.44,27018.11,27057.41
11-Sep-14,27143.22,27150.78,26904.5,26995.87
12-Sep-14,27048.15,27096.87,26965.91,27061.04
15-Sep-14,26998.07,26998.07,26790.91,26816.56
16-Sep-14,26854.9,26861.29,26464.03,26492.51
17-Sep-14,26627.21,26682.64,26511.71,26631.29
18-Sep-14,26573.89,27132.2,26503.08,27112.21
19-Sep-14,27139.39,27247.17,27047.68,27090.42
22-Sep-14,27008.12,27254.8,26918.93,27206.74
23-Sep-14,27244.98,27256.87,26744.07,26775.69
24-Sep-14,26817.94,26844.7,26560,26744.69
25-Sep-14,26808.66,26814.2,26349.55,26468.36
26-Sep-14,26429.3,26721.03,26220.49,26626.32
29-Sep-14,26694.41,26715.77,26518.01,26597.11
30-Sep-14,26610.71,26851.33,26481.31,26630.51
01-Oct-14,26681.47,26683.7,26548.22,26567.99
07-Oct-14,26487.51,26570.38,26250.24,26271.97
08-Oct-14,26229.67,26338.31,26150.09,26246.79
09-Oct-14,26394.37,26688.7,26394.21,26637.28
10-Oct-14,26551.74,26555.92,26261.61,26297.38
13-Oct-14,26275.07,26443.16,26092.69,26384.07
14-Oct-14,26537.42,26550.79,26212.01,26349.33
16-Oct-14,26260.35,26462.08,25933.98,25999.34
17-Oct-14,25950,26248.54,25910.77,26108.53
20-Oct-14,26434.16,26517.9,26368.94,26429.85
21-Oct-14,26552.45,26615.41,26407,26575.65
22-Oct-14,26782.57,26818.33,26712.21,26787.23
23-Oct-14,26889.51,26930.23,26827.68,26851.05
27-Oct-14,26959.57,26994.96,26726.84,26752.9
28-Oct-14,26788.73,26907.14,26764.15,26880.82
29-Oct-14,27017.44,27126.3,26971.16,27098.17
30-Oct-14,27098.94,27390.6,27088.65,27346.33
31-Oct-14,27439.06,27894.32,27438.28,27865.83
03-Nov-14,27943.04,27969.82,27785.4,27860.38
05-Nov-14,27907.19,28010.39,27857.65,27915.88
07-Nov-14,27902.71,27980.93,27739.56,27868.63
10-Nov-14,27919.45,28027.96,27764.75,27874.73
11-Nov-14,27911.25,27996.92,27790.4,27910.06
12-Nov-14,27958.64,28126.48,27958.64,28008.9
13-Nov-14,28048.56,28098.74,27822.7,27940.64
14-Nov-14,27949.54,28093.23,27912.9,28046.66
17-Nov-14,28018.68,28205.71,27921.34,28177.88
18-Nov-14,28209.03,28282.85,28119.95,28163.29
19-Nov-14,28193.9,28294.01,27963.51,28032.85
20-Nov-14,28100.84,28118.53,27915.23,28067.56
21-Nov-14,28100.1,28360.66,28038.4,28334.63
24-Nov-14,28413.01,28541.96,28394.48,28499.54
25-Nov-14,28520.76,28541.22,28217.5,28338.05
26-Nov-14,28321.58,28470.15,28261.31,28386.19
27-Nov-14,28397.8,28498.3,28307.58,28438.91
28-Nov-14,28490.71,28822.37,28483.99,28693.99
01-Dec-14,28748.22,28809.64,28538.44,28559.62
02-Dec-14,28522.46,28576.39,28386.46,28444.01
03-Dec-14,28472.32,28504.65,28370.73,28442.71
04-Dec-14,28616.93,28808.78,28448.95,28562.82
05-Dec-14,28604.5,28651.75,28409.05,28458.1
08-Dec-14,28433,28494.85,28097.12,28119.4
09-Dec-14,28134.22,28157.53,27763.82,27797.01
10-Dec-14,27711.96,27905.25,27710.03,27831.1
11-Dec-14,27796.34,27796.34,27539.47,27602.01
12-Dec-14,27598.96,27692.32,27320.05,27350.68
15-Dec-14,27136.28,27392.18,27105.04,27319.56
16-Dec-14,27181.18,27199.37,26736.23,26781.44
17-Dec-14,26724.01,26871.91,26469.42,26710.13
18-Dec-14,27053.86,27180.92,26900.57,27126.57
19-Dec-14,27292.55,27497.12,27292.14,27371.84
22-Dec-14,27479.87,27725.27,27382.32,27701.79
23-Dec-14,27733.12,27851.1,27475.13,27506.46
24-Dec-14,27530.26,27571.25,27146.52,27208.61
26-Dec-14,27215.19,27370.63,27091.38,27241.78
29-Dec-14,27266.49,27507.25,27266.49,27395.73
30-Dec-14,27478.3,27478.3,27312.29,27403.54
31-Dec-14,27358.3,27527.24,27346,27499.42
01-Jan-15,27485.77,27545.61,27395.34,27507.54
02-Jan-15,27521.28,27937.47,27519.26,27887.9
05-Jan-15,27978.43,28064.49,27786.85,27842.32
06-Jan-15,27694.23,27698.93,26937.06,26987.46
07-Jan-15,26983.43,27051.6,26776.12,26908.82
08-Jan-15,27178.77,27316.41,27101.94,27274.71
09-Jan-15,27404.19,27507.67,27119.63,27458.38
12-Jan-15,27523.86,27620.66,27323.74,27585.27
13-Jan-15,27611.56,27670.19,27324.58,27425.73
14-Jan-15,27432.14,27512.8,27203.25,27346.82
15-Jan-15,27831.16,28194.61,27703.7,28075.55
16-Jan-15,28056.61,28176.1,27945.31,28121.89
19-Jan-15,28249.84,28334.06,28197.36,28262.01
20-Jan-15,28324.85,28829.29,28324.85,28784.67
21-Jan-15,28843.09,28958.1,28792.57,28888.86
22-Jan-15,28957.79,29060.41,28892.23,29006.02
23-Jan-15,29189.45,29408.73,29165.56,29278.84
27-Jan-15,29451.65,29618.59,29286.09,29571.04
28-Jan-15,29565.72,29786.32,29417.67,29559.18
29-Jan-15,29516.49,29740.63,29378.3,29681.77
30-Jan-15,29801.6,29844.16,29070.48,29182.95
02-Feb-15,29143.63,29268.13,28958.52,29122.27
03-Feb-15,29217.4,29253.06,28900.41,29000.14
04-Feb-15,29129.85,29133.62,28824.68,28883.11
05-Feb-15,28912.38,29277.83,28753.29,28850.97
06-Feb-15,28892.21,28922.85,28647.14,28717.91
09-Feb-15,28566.5,28566.5,28183.32,28227.39
10-Feb-15,28122.48,28633.72,28044.49,28355.62
11-Feb-15,28450.26,28618.91,28424.39,28533.97
12-Feb-15,28650.25,28838.52,28406.25,28805.1
13-Feb-15,28888.99,29154.67,28835.7,29094.93
16-Feb-15,29170.77,29325.35,29083.4,29135.88
18-Feb-15,29136.07,29411.32,29126.91,29320.26
19-Feb-15,29434.91,29522.86,29108.15,29462.27
20-Feb-15,29446.21,29462.09,29178.26,29231.41
23-Feb-15,29316.58,29362.96,28913.16,28975.11
24-Feb-15,29016.55,29130.67,28875.94,29004.66
25-Feb-15,29115.32,29269.83,28967.61,29007.99
26-Feb-15,29051.9,29069.13,28693.82,28746.65
27-Feb-15,28865.12,29254.02,28837.06,29220.12
28-Feb-15,29411.33,29560.32,28882.02,29361.5
02-Mar-15,29533.42,29576.32,29259.77,29459.14
03-Mar-15,29500.19,29636.86,29364.87,29593.73
04-Mar-15,29937.27,30024.74,29289.05,29380.73
05-Mar-15,29436.77,29518.32,29162.47,29448.95
09-Mar-15,29316.54,29321.06,28799.76,28844.78
10-Mar-15,28924.06,28949.11,28584.49,28709.87
11-Mar-15,28725.75,28843.23,28608.18,28659.17
12-Mar-15,28798.61,28971.01,28772.71,28930.41
13-Mar-15,29134.93,29183.76,28448.48,28503.3
16-Mar-15,28546.31,28581.82,28384.09,28437.71
17-Mar-15,28595,28784.35,28435.45,28736.38
18-Mar-15,28766.87,28806.97,28546.76,28622.12
19-Mar-15,28805.22,28978.74,28411.7,28469.67
20-Mar-15,28465.44,28484.36,28209.66,28261.08
23-Mar-15,28317.29,28385.14,28163.9,28192.02
24-Mar-15,28209.33,28455.32,28130.09,28161.72
25-Mar-15,28216.09,28249.6,28031.42,28111.83
26-Mar-15,27937.62,27997.14,27384.87,27457.58
27-Mar-15,27649.78,27694.41,27248.45,27458.64
30-Mar-15,27655.79,28017.97,27624.76,27975.86
31-Mar-15,28069.85,28180.64,27868.21,27957.49
01-Apr-15,27954.86,28298.34,27889.02,28260.14
06-Apr-15,28351.94,28530.81,28221.99,28504.46
07-Apr-15,28582.33,28641.08,28274.36,28516.59
08-Apr-15,28601.49,28763.06,28566.61,28707.75
09-Apr-15,28858.42,28906.71,28622.44,28885.21
10-Apr-15,28889.27,28907.81,28756.75,28879.38
13-Apr-15,28955.13,29072.51,28843.94,29044.44
15-Apr-15,29087.25,29094.61,28721.63,28799.69
16-Apr-15,28876.23,28876.23,28497.7,28666.04
17-Apr-15,28682.97,28696.19,28403.76,28442.1
20-Apr-15,28525.65,28539.46,27802.37,27886.21
21-Apr-15,27860.51,27976.93,27598.21,27676.04
22-Apr-15,27756.68,27947.26,27385.48,27890.13
23-Apr-15,27977.27,28087.78,27621.18,27735.02
24-Apr-15,27804.58,27829.11,27344.7,27437.94
27-Apr-15,27565.49,27567.28,27141.55,27176.99
28-Apr-15,27215.61,27482.14,27073.25,27396.38
29-Apr-15,27395.71,27438.96,27176.54,27225.93
30-Apr-15,27242.05,27242.05,26897.54,27011.31
04-May-15,27204.63,27537.85,27159.45,27490.59
05-May-15,27561.32,27603.71,27338.23,27440.14
06-May-15,27473.36,27501.15,26677.64,26717.37
07-May-15,26721.34,26850.37,26423.99,26599.11
08-May-15,26814.38,27196.28,26814.38,27105.39
11-May-15,27249.42,27544.24,27231.28,27507.3
12-May-15,27502.91,27502.91,26837.39,26877.48
13-May-15,27023.71,27299.8,26750.01,27251.1
14-May-15,27290.17,27293.99,26948.62,27206.06
15-May-15,27233.9,27379.57,27159.76,27324
18-May-15,27416.97,27725.97,27370.28,27687.3
19-May-15,27663.08,27872.23,27574.07,27645.53
20-May-15,27749.3,27903.01,27743.99,27837.21
21-May-15,27885.36,27911.44,27712.73,27809.35
22-May-15,27849.54,28071.16,27828.61,27957.5
25-May-15,27893.25,27903.29,27614.32,27643.88
26-May-15,27633.66,27675.94,27473.54,27531.41
27-May-15,27447.4,27595.8,27363.72,27564.66
28-May-15,27619.31,27666.37,27354.35,27506.71
29-May-15,27553.03,27888.32,27467.23,27828.44
01-Jun-15,27770.79,27959.43,27737.58,27848.99
02-Jun-15,27890.73,27902.53,27146.68,27188.38
03-Jun-15,27230.68,27276.22,26698.26,26837.2
04-Jun-15,26940.64,26948.84,26551.97,26813.42
05-Jun-15,26819.82,27014.42,26718.44,26768.49
08-Jun-15,26814.31,26827.06,26472.87,26523.09
09-Jun-15,26510.29,26604.65,26438.32,26481.25
10-Jun-15,26517.32,26934.74,26493.29,26840.5
11-Jun-15,26959.98,27000.14,26348.93,26370.98
12-Jun-15,26340.32,26489.58,26307.07,26425.3
15-Jun-15,26498.67,26728.6,26307.84,26586.55
16-Jun-15,26586.86,26731.35,26379.93,26686.51
17-Jun-15,26815.41,26983.48,26728.89,26832.66
18-Jun-15,26916.99,27175.39,26910.26,27115.83
19-Jun-15,27207.76,27404.6,27202.38,27316.17
22-Jun-15,27427.19,27782.31,27417.03,27730.21
23-Jun-15,27760.11,27882.66,27666.59,27804.37
24-Jun-15,27852.32,27948.24,27647.29,27729.67
25-Jun-15,27660.22,27968.75,27635.76,27895.97
26-Jun-15,27880.72,27921.86,27675.16,27811.84
29-Jun-15,27451.07,27695.32,27209.19,27645.15
30-Jun-15,27627.39,27814.53,27570.95,27780.83
01-Jul-15,27823.65,28099.25,27799.91,28020.87
02-Jul-15,28100.38,28115.96,27906.35,27945.8
03-Jul-15,27973.12,28135.43,27897.45,28092.79
06-Jul-15,27857.2,28235.31,27774.8,28208.76
07-Jul-15,28220.11,28335.23,28084.36,28171.69
08-Jul-15,28031.45,28031.45,27635.72,27687.72
09-Jul-15,27681.49,27798.13,27540.6,27573.66
10-Jul-15,27705.36,27729.46,27530.9,27661.4
13-Jul-15,27739.32,28005.17,27635.06,27961.19
14-Jul-15,27986.92,28018.59,27853.96,27932.9
15-Jul-15,28022.14,28218.37,27986.48,28198.29
16-Jul-15,28259.7,28478.43,28245.81,28446.12
17-Jul-15,28480.92,28576.32,28417.46,28463.31
20-Jul-15,28544.28,28549.13,28319.83,28420.12
21-Jul-15,28381.82,28518.06,28138.3,28182.14
22-Jul-15,28159.42,28546.42,28070.91,28504.93
23-Jul-15,28540.97,28578.33,28315.37,28370.84
24-Jul-15,28390.5,28402.64,28083.76,28112.31
27-Jul-15,28117.65,28117.65,27529.57,27561.38
28-Jul-15,27630.21,27676.65,27416.39,27459.23
29-Jul-15,27540.46,27609.29,27470.09,27563.43
30-Jul-15,27685.82,27854.46,27649.97,27705.35
31-Jul-15,27814.51,28161.17,27814.51,28114.56
03-Aug-15,28089.09,28263.35,28071.37,28187.06
04-Aug-15,28225.04,28264.72,27866.12,28071.93
05-Aug-15,28138.04,28315.71,28135.68,28223.08
06-Aug-15,28291.88,28359.96,28163.69,28298.13
07-Aug-15,28327.11,28335.67,28193.93,28236.39
10-Aug-15,28250.78,28417.59,28017.85,28101.72
11-Aug-15,28193.26,28205.12,27825.83,27866.09
12-Aug-15,27880.76,27883.33,27479.43,27512.26
13-Aug-15,27635.25,27791.1,27496.29,27549.53
14-Aug-15,27668.06,28100.64,27643.2,28067.31
17-Aug-15,28093.54,28095.97,27739.13,27878.27
18-Aug-15,27949.13,28040.73,27747.4,27831.54
19-Aug-15,27851.81,28021.39,27721.25,27931.64
20-Aug-15,27959.19,27964.6,27564.16,27607.82
21-Aug-15,27440.1,27442.82,27131.44,27366.07
24-Aug-15,26730.4,26730.4,25624.72,25741.56
25-Aug-15,25916.26,26124.83,25298.42,26032.38
26-Aug-15,26063.27,26156.61,25657.56,25714.66
27-Aug-15,26137.03,26302.77,25943.75,26231.19
28-Aug-15,26542.84,26687.33,26270.17,26392.38
31-Aug-15,26469.42,26504.73,26215.16,26283.09
01-Sep-15,26127.04,26141.07,25579.88,25696.44
02-Sep-15,25891.95,25939.37,25395.09,25453.56
03-Sep-15,25614.69,25835.41,25555.77,25764.78
04-Sep-15,25772.58,25775.38,25119.06,25201.9
07-Sep-15,25302.98,25387.32,24851.77,24893.81
08-Sep-15,24972.01,25411,24833.54,25317.87
09-Sep-15,25682.87,25820.56,25553.61,25719.58
10-Sep-15,25522.96,25733.7,25287.5,25622.17
11-Sep-15,25793.77,25875.96,25530.41,25610.21
14-Sep-15,25706.87,25891.73,25531.07,25856.7
15-Sep-15,25908.34,25909.83,25649.37,25705.93
16-Sep-15,25884.05,26006.75,25816.5,25963.97
18-Sep-15,26130.36,26471.82,26130.36,26218.91
21-Sep-15,26107.98,26233.46,25972.54,26192.98
22-Sep-15,26274.37,26339.1,25571.34,25651.84
23-Sep-15,25526.53,25934.02,25386.48,25822.99
24-Sep-15,25798.05,25949.9,25670.96,25863.5
28-Sep-15,25922.71,25936.89,25593.56,25616.84
29-Sep-15,25496.38,26054.37,25287.33,25778.66
30-Sep-15,25986.52,26179.7,25918.21,26154.83
01-Oct-15,26344.19,26431.8,26168.71,26220.95
05-Oct-15,26379.42,26822.42,26375.31,26785.55
06-Oct-15,26976.66,27010.27,26751.25,26932.88
07-Oct-15,26966.86,27082.28,26877.51,27035.85
08-Oct-15,27116.86,27120.11,26762.36,26845.81
09-Oct-15,26974.92,27200.44,26910.59,27079.51
12-Oct-15,27242.6,27305.04,26855.75,26904.11
13-Oct-15,26874.29,26918.52,26719.1,26846.53
14-Oct-15,26760.32,26869.08,26713.28,26779.66
15-Oct-15,26842.19,27037.95,26836.77,27010.14
16-Oct-15,27062.8,27239.22,26917.12,27214.6
19-Oct-15,27305.62,27387.91,27246.79,27364.92
20-Oct-15,27402.9,27432.07,27216.4,27306.83
21-Oct-15,27312.35,27445.24,27190.55,27287.66
23-Oct-15,27466.64,27555.06,27421.71,27470.81
26-Oct-15,27575.04,27618.14,27318.2,27361.96
27-Oct-15,27291.06,27296.3,27209.52,27253.44
28-Oct-15,27131.71,27163.98,26919.96,27039.76
29-Oct-15,27083.7,27099.11,26794.1,26838.14
30-Oct-15,26878.48,26942.29,26585.2,26656.83
02-Nov-15,26641.69,26824.3,26378.26,26559.15
03-Nov-15,26660.71,26732.24,26514.48,26590.59
04-Nov-15,26704.02,26800.06,26510.31,26552.92
05-Nov-15,26557.8,26557.8,26243.2,26304.2
06-Nov-15,26284.01,26438.86,26190.18,26265.24
09-Nov-15,25809,26193.17,25656.9,26121.4
10-Nov-15,26094.09,26094.09,25709.23,25743.26
11-Nov-15,25934.9,25944.93,25853.42,25866.95
13-Nov-15,25724.09,25724.09,25540.73,25610.53
16-Nov-15,25580.15,25866.42,25451.42,25760.1
17-Nov-15,25897.88,25948.2,25732.79,25864.47
18-Nov-15,25837.71,25890.36,25453.32,25482.52
19-Nov-15,25640.34,25884.52,25603.1,25841.92
20-Nov-15,25856.13,26058.76,25769.81,25868.49
23-Nov-15,25945.14,25958.04,25747.01,25819.34
24-Nov-15,25785.61,25901.56,25703.86,25775.74
26-Nov-15,25769.81,26016.04,25769.81,25958.63
27-Nov-15,26003.2,26184.65,25937.32,26128.2
30-Nov-15,26142.53,26231.06,26089.13,26145.67
01-Dec-15,26201.27,26246.02,26121.52,26169.41
02-Dec-15,26239.39,26256.42,26041.68,26117.85
03-Dec-15,26123.86,26123.86,25857.35,25886.62
04-Dec-15,25810.06,25810.06,25623.71,25638.11
07-Dec-15,25746.03,25785.53,25477.69,25530.11
08-Dec-15,25488.42,25542.47,25256.79,25310.33
09-Dec-15,25299.34,25316.95,25012.22,25036.05
10-Dec-15,25136.71,25289.58,25034.14,25252.32
11-Dec-15,25281.77,25316.14,24930.43,25044.43
14-Dec-15,24935.6,25194.15,24867.73,25150.35
15-Dec-15,25186.68,25342.78,25075.54,25320.44
16-Dec-15,25402.47,25572.9,25372.47,25494.37
17-Dec-15,25596.63,25831.31,25448.32,25803.78
18-Dec-15,25764.67,25789.51,25481.51,25519.22
21-Dec-15,25425.32,25757.84,25413.54,25735.9
22-Dec-15,25731.07,25787.21,25485.17,25590.65
23-Dec-15,25697.66,25875.27,25689.7,25850.3
24-Dec-15,25893.84,25922.47,25763.4,25838.71
28-Dec-15,25858.52,26073.41,25856.86,26034.13
29-Dec-15,26075.68,26133.78,25994.45,26079.48
30-Dec-15,26123.87,26130.2,25939.25,25960.03
31-Dec-15,25980.86,26147.63,25941.91,26117.54
01-Jan-16,26101.5,26197.27,26008.2,26160.9
04-Jan-16,26116.52,26116.52,25596.57,25623.35
05-Jan-16,25744.7,25766.76,25513.75,25580.34
06-Jan-16,25628.23,25632.57,25357.7,25406.33
07-Jan-16,25224.7,25230.35,24825.7,24851.83
08-Jan-16,24969.02,25083.55,24887.22,24934.33
11-Jan-16,24787.11,24961.88,24598.9,24825.04
12-Jan-16,24862.93,24882.3,24597.11,24682.03
13-Jan-16,24804.64,24956.54,24387.69,24854.11
14-Jan-16,24606.2,25018.46,24473.22,24772.97
15-Jan-16,24881.76,24912.64,24421.53,24455.04
18-Jan-16,24400.78,24524.85,24141.99,24188.37
19-Jan-16,24257.28,24563.34,24247.23,24479.84
20-Jan-16,24325.77,24325.77,23839.76,24062.04
21-Jan-16,24194.75,24351.83,23862,23962.21
22-Jan-16,24122.06,24472.88,24120.04,24435.66
25-Jan-16,24540.97,24650.57,24433.67,24485.95
27-Jan-16,24643.13,24645.7,24458.13,24492.39
